epoch,iteration,loss,acc
1,1,1.5167632102966309,0.529634952545166
1,2,1.4374781847000122,0.5201764106750488
1,3,1.3879666328430176,0.545432448387146
1,4,1.4340591430664062,0.5578809380531311
1,5,1.5401791334152222,0.4563515782356262
1,6,1.3699052333831787,0.5299595594406128
1,7,1.384665846824646,0.5858380794525146
1,8,1.281967043876648,0.5470629930496216
1,9,1.296424388885498,0.5912301540374756
1,10,1.2607256174087524,0.578342080116272
1,11,1.1654038429260254,0.6196606755256653
1,12,1.1552765369415283,0.6246610879898071
1,13,1.2424578666687012,0.5698296427726746
1,14,1.1395610570907593,0.6193603873252869
1,15,1.098473072052002,0.6224936246871948
1,16,1.1082377433776855,0.6004303693771362
1,17,1.091345191001892,0.6226849555969238
1,18,1.0756062269210815,0.6527217626571655
1,19,1.0186809301376343,0.6839277148246765
1,20,1.0916789770126343,0.6231435537338257
1,21,1.0157191753387451,0.6797381639480591
1,22,1.0635920763015747,0.6320786476135254
1,23,1.0447272062301636,0.65998774766922
1,24,1.011061429977417,0.6515409350395203
1,25,1.0089114904403687,0.6337423324584961
1,26,1.0911387205123901,0.6199764609336853
1,27,1.196029543876648,0.5892519354820251
1,28,0.980574905872345,0.6587373614311218
1,29,1.0423582792282104,0.6347379088401794
1,30,0.9321956038475037,0.7212826609611511
1,31,0.9512042999267578,0.6597976684570312
1,32,1.0497856140136719,0.5738319158554077
1,33,0.9537597894668579,0.6550481915473938
1,34,0.9575983881950378,0.668156087398529
1,35,0.8376206159591675,0.7295313477516174
1,36,0.8506419062614441,0.6621742844581604
1,37,0.9318258166313171,0.6743305325508118
1,38,0.8338741660118103,0.6838865280151367
1,39,0.8714210391044617,0.6888836622238159
1,40,0.9085498452186584,0.7252112030982971
1,41,0.9384893774986267,0.6321375370025635
1,42,0.8649296760559082,0.7394856214523315
1,43,0.9360970258712769,0.660991370677948
1,44,0.822502851486206,0.707768976688385
1,45,0.9852155447006226,0.6419079303741455
1,46,0.9723347425460815,0.6905215978622437
1,47,0.774864673614502,0.757599413394928
1,48,0.8220986723899841,0.7638090252876282
1,49,0.9612332582473755,0.7258124351501465
1,50,0.9317636489868164,0.7197521924972534
1,51,0.9003486037254333,0.6962206959724426
1,52,0.8818121552467346,0.7131651639938354
1,53,0.7123447060585022,0.7958881855010986
1,54,0.9353917241096497,0.7108089923858643
1,55,0.8525718450546265,0.7517677545547485
1,56,0.7960817813873291,0.7826722264289856
1,57,0.7697638273239136,0.784738302230835
1,58,0.9263689517974854,0.732710599899292
1,59,0.8721889853477478,0.7317509055137634
1,60,0.8779525756835938,0.7595140337944031
1,61,0.6602461338043213,0.8375678658485413
1,62,0.8390874266624451,0.780255138874054
1,63,0.6829301118850708,0.829177975654602
